esn,latitude,longitude,speed,eventid,timestamp
5571004047,50.812818,-116.008491,11,86,1596934098
5571004047,50.812819,-116.008492,11,10,1596934112
5571004047,50.81282,-116.008493,11,86,1596934126
5571004047,50.812821,-116.008494,11,10,1596934140
5571004047,50.812822,-116.008495,11,86,1596934154
5571004047,50.812823,-116.008496,11,10,1596934168
5571004047,50.812824,-116.008497,11,86,1596934182
5571004047,50.812825,-116.008498,11,10,1596934196
5571004047,50.812826,-116.008499,11,86,1596934210
5571004047,50.812827,-116.0085,11,10,1596934224
5571004047,50.812828,-116.008501,11,86,1596934238
5571004047,50.812829,-116.008502,11,10,1596934252
5571004047,50.81283,-116.008503,11,86,1596934266
5571004047,50.812831,-116.008504,11,10,1596934280
5571004047,50.812832,-116.008505,11,86,1596934294
5571004047,50.812833,-116.008506,11,10,1596934308
5571004047,50.812834,-116.008507,11,86,1596934322
5571004047,50.812835,-116.008508,11,10,1596934336
5571004047,50.812836,-116.008509,11,86,1596934350
5571004047,50.812837,-116.00851,11,10,1596934364
5571004047,50.812838,-116.008511,11,86,1596934378
5571004047,50.812839,-116.008512,11,10,1596934392
5571004047,50.81284,-116.008513,11,86,1596934406
5571004047,50.812841,-116.008514,11,10,1596934420
5571004047,50.812842,-116.008515,11,86,1596934434
5571004047,50.812843,-116.008516,11,10,1596934448
5571004047,50.812844,-116.008517,11,86,1596934462
5571004047,50.812845,-116.008518,11,10,1596934476
5571004047,50.812846,-116.008519,11,86,1596934490
5571004047,50.812847,-116.00852,11,10,1596934504
5571004047,50.812848,-116.008521,11,86,1596934518
5571004047,50.812849,-116.008522,11,10,1596934532
5571004047,50.81285,-116.008523,11,86,1596934546
5571004047,50.812851,-116.008524,11,10,1596934560
5571004047,50.812852,-116.008525,11,86,1596934574
5571004047,50.812853,-116.008526,11,10,1596934588
5571004047,50.812854,-116.008527,11,86,1596934602
5571004047,50.812855,-116.008528,11,10,1596934616
5571004047,50.812856,-116.008529,11,86,1596934630
5571004047,50.812857,-116.00853,11,10,1596934644
5571004047,50.812858,-116.008531,11,86,1596934658
5571004047,50.812859,-116.008532,11,10,1596934672
5571004047,50.81286,-116.008533,11,86,1596934686
5571004047,50.812861,-116.008534,11,10,1596934700
5571004047,50.812862,-116.008535,11,86,1596934714
5571004047,50.812863,-116.008536,11,10,1596934728
5571004047,50.812864,-116.008537,11,86,1596934742
5571004047,50.812865,-116.008538,11,10,1596934756
5571004047,50.812866,-116.008539,11,86,1596934770
5571004047,50.812867,-116.00854,11,10,1596934784
5571004047,50.812868,-116.008541,11,86,1596934798
5571004047,50.812869,-116.008542,11,10,1596934812
5571004047,50.81287,-116.008543,11,86,1596934826
5571004047,50.812871,-116.008544,11,10,1596934840
5571004047,50.812872,-116.008545,11,86,1596934854
5571004047,50.812873,-116.008546,11,10,1596934868
5571004047,50.812874,-116.008547,11,86,1596934882
5571004047,50.812875,-116.008548,11,10,1596934896
5571004047,50.812876,-116.008549,11,86,1596934910
5571004047,50.812877,-116.00855,11,10,1596934924
5571004047,50.812878,-116.008551,11,86,1596934938
5571004047,50.812879,-116.008552,11,10,1596934952
5571004047,50.81288,-116.008553,11,86,1596934966
5571004047,50.812881,-116.008554,11,10,1596934980
5571004047,50.812882,-116.008555,11,86,1596934994
5571004047,50.812883,-116.008556,11,10,1596935008
5571004047,50.812884,-116.008557,11,86,1596935022
5571004047,50.812885,-116.008558,11,10,1596935036
5571004047,50.812886,-116.008559,11,86,1596935050
5571004047,50.812887,-116.00856,11,10,1596935064
5571004047,50.812888,-116.008561,11,86,1596935078
5571004047,50.812889,-116.008562,11,10,1596935092
5571004047,50.81289,-116.008563,11,86,1596935106
5571004047,50.812891,-116.008564,11,10,1596935120
5571004047,50.812892,-116.008565,11,86,1596935134
5571004047,50.812893,-116.008566,11,10,1596935148
5571004047,50.812894,-116.008567,11,86,1596935162
5571004047,50.812895,-116.008568,11,10,1596935176
5571004047,50.812896,-116.008569,11,86,1596935190
5571004047,50.812897,-116.00857,11,10,1596935204
5571004047,50.812898,-116.008571,11,86,1596935218
5571004047,50.812899,-116.008572,11,10,1596935232
5571004047,50.8129,-116.008573,11,86,1596935246
5571004047,50.812901,-116.008574,11,10,1596935260
5571004047,50.812902,-116.008575,11,86,1596935274
5571004047,50.812903,-116.008576,11,10,1596935288
5571004047,50.812904,-116.008577,11,86,1596935302
5571004047,50.812905,-116.008578,11,10,1596935316
5571004047,50.812906,-116.008579,11,86,1596935330
5571004047,50.812907,-116.00858,11,10,1596935344
5571004047,50.812908,-116.008581,11,86,1596935358
5571004047,50.812909,-116.008582,11,10,1596935372
5571004047,50.81291,-116.008583,11,86,1596935386
5571004047,50.812911,-116.008584,11,10,1596935400
5571004047,50.812912,-116.008585,11,86,1596935414
5571004047,50.812913,-116.008586,11,10,1596935428
5571004047,50.812914,-116.008587,11,86,1596935442
5571004047,50.812915,-116.008588,11,10,1596935456
5571004047,50.812916,-116.008589,11,86,1596935470
5571004047,50.812917,-116.00859,11,10,1596935484
5571004047,50.812918,-116.008591,11,86,1596935498
5571004047,50.812919,-116.008592,11,10,1596935512
5571004047,50.81292,-116.008593,11,86,1596935526
5571004047,50.812921,-116.008594,11,10,1596935540
5571004047,50.812922,-116.008595,11,86,1596935554
5571004047,50.812923,-116.008596,11,10,1596935568
5571004047,50.812924,-116.008597,11,86,1596935582
5571004047,50.812925,-116.008598,11,10,1596935596
5571004047,50.812926,-116.008599,11,86,1596935610
5571004047,50.812927,-116.0086,11,10,1596935624
5571004047,50.812928,-116.008601,11,86,1596935638
5571004047,50.812929,-116.008602,11,10,1596935652
5571004047,50.81293,-116.008603,11,86,1596935666
5571004047,50.812931,-116.008604,11,10,1596935680
5571004047,50.812932,-116.008605,11,86,1596935694
5571004047,50.812933,-116.008606,11,10,1596935708
5571004047,50.812934,-116.008607,11,86,1596935722
5571004047,50.812935,-116.008608,11,10,1596935736
5571004047,50.812936,-116.008609,11,86,1596935750
5571004047,50.812937,-116.00861,11,10,1596935764
5571004047,50.812938,-116.008611,11,86,1596935778
5571004047,50.812939,-116.008612,11,10,1596935792
5571004047,50.81294,-116.008613,11,86,1596935806
5571004047,50.812941,-116.008614,11,10,1596935820
5571004047,50.812942,-116.008615,11,86,1596935834
5571004047,50.812943,-116.008616,11,10,1596935848
5571004047,50.812944,-116.008617,11,86,1596935862
5571004047,50.812945,-116.008618,11,10,1596935876
5571004047,50.812946,-116.008619,11,86,1596935890
5571004047,50.812947,-116.00862,11,10,1596935904
5571004047,50.812948,-116.008621,11,86,1596935918
5571004047,50.812949,-116.008622,11,10,1596935932
5571004047,50.81295,-116.008623,11,86,1596935946
5571004047,50.812951,-116.008624,11,10,1596935960
5571004047,50.812952,-116.008625,11,86,1596935974
5571004047,50.812953,-116.008626,11,10,1596935988
5571004047,50.812954,-116.008627,11,86,1596936002
5571004047,50.812955,-116.008628,11,10,1596936016
5571004047,50.812956,-116.008629,11,86,1596936030
5571004047,50.812957,-116.00863,11,10,1596936044
5571004047,50.812958,-116.008631,11,86,1596936058
5571004047,50.812959,-116.008632,11,10,1596936072
5571004047,50.81296,-116.008633,11,86,1596936086
5571004047,50.812961,-116.008634,11,10,1596936100
5571004047,50.812962,-116.008635,11,86,1596936114
5571004047,50.812963,-116.008636,11,10,1596936128
5571004047,50.812964,-116.008637,11,86,1596936142
5571004047,50.812965,-116.008638,11,10,1596936156
5571004047,50.812966,-116.008639,11,86,1596936170
5571004047,50.812967,-116.00864,11,10,1596936184
5571004047,50.812968,-116.008641,11,86,1596936198
5571004047,50.812969,-116.008642,11,10,1596936212
5571004047,50.81297,-116.008643,11,86,1596936226
5571004047,50.812971,-116.008644,11,10,1596936240
5571004047,50.812972,-116.008645,11,86,1596936254
5571004047,50.812973,-116.008646,11,10,1596936268
5571004047,50.812974,-116.008647,11,86,1596936282
5571004047,50.812975,-116.008648,11,10,1596936296
5571004047,50.812976,-116.008649,11,86,1596936310
5571004047,50.812977,-116.00865,11,10,1596936324
5571004047,50.812978,-116.008651,11,86,1596936338
5571004047,50.812979,-116.008652,11,10,1596936352
5571004047,50.81298,-116.008653,11,86,1596936366
5571004047,50.812981,-116.008654,11,10,1596936380
5571004047,50.812982,-116.008655,11,86,1596936394
5571004047,50.812983,-116.008656,11,10,1596936408
5571004047,50.812984,-116.008657,11,86,1596936422
5571004047,50.812985,-116.008658,11,10,1596936436
5571004047,50.812986,-116.008659,11,86,1596936450
5571004047,50.812987,-116.00866,11,10,1596936464
5571004047,50.812988,-116.008661,11,86,1596936478
5571004047,50.812989,-116.008662,11,10,1596936492
5571004047,50.81299,-116.008663,11,86,1596936506
5571004047,50.812991,-116.008664,11,10,1596936520
5571004047,50.812992,-116.008665,11,86,1596936534
5571004047,50.812993,-116.008666,11,10,1596936548
5571004047,50.812994,-116.008667,11,86,1596936562
5571004047,50.812995,-116.008668,11,10,1596936576
5571004047,50.812996,-116.008669,11,86,1596936590
5571004047,50.812997,-116.00867,11,10,1596936604
5571004047,50.812998,-116.008671,11,86,1596936618
5571004047,50.812999,-116.008672,11,10,1596936632
5571004047,50.813,-116.008673,11,86,1596936646
5571004047,50.813001,-116.008674,11,10,1596936660
5571004047,50.813002,-116.008675,11,86,1596936674
5571004047,50.813003,-116.008676,11,10,1596936688
5571004047,50.813004,-116.008677,11,86,1596936702
5571004047,50.813005,-116.008678,11,10,1596936716
5571004047,50.813006,-116.008679,11,86,1596936730
5571004047,50.813007,-116.00868,11,10,1596936744
5571004047,50.813008,-116.008681,11,86,1596936758
5571004047,50.813009,-116.008682,11,10,1596936772
5571004047,50.81301,-116.008683,11,86,1596936786
5571004047,50.813011,-116.008684,11,10,1596936800
5571004047,50.813012,-116.008685,11,86,1596936814
5571004047,50.813013,-116.008686,11,10,1596936828
5571004047,50.813014,-116.008687,11,86,1596936842
5571004047,50.813015,-116.008688,11,10,1596936856
5571004047,50.813016,-116.008689,11,86,1596936870
5571004047,50.813017,-116.00869,11,10,1596936884
5571004047,50.813018,-116.008691,11,86,1596936898
5571004047,50.813019,-116.008692,11,10,1596936912
5571004047,50.81302,-116.008693,11,86,1596936926
5571004047,50.813021,-116.008694,11,10,1596936940
5571004047,50.813022,-116.008695,11,86,1596936954
5571004047,50.813023,-116.008696,11,10,1596936968
5571004047,50.813024,-116.008697,11,86,1596936982
5571004047,50.813025,-116.008698,11,10,1596936996
5571004047,50.813026,-116.008699,11,86,1596937010
5571004047,50.813027,-116.0087,11,10,1596937024
5571004047,50.813028,-116.008701,11,86,1596937038
5571004047,50.813029,-116.008702,11,10,1596937052
5571004047,50.81303,-116.008703,11,86,1596937066
5571004047,50.813031,-116.008704,11,10,1596937080
5571004047,50.813032,-116.008705,11,86,1596937094
5571004047,50.813033,-116.008706,11,10,1596937108
5571004047,50.813034,-116.008707,11,86,1596937122
5571004047,50.813035,-116.008708,11,10,1596937136
5571004047,50.813036,-116.008709,11,86,1596937150
5571004047,50.813037,-116.00871,11,10,1596937164
5571004047,50.813038,-116.008711,11,86,1596937178
5571004047,50.813039,-116.008712,11,10,1596937192
5571004047,50.81304,-116.008713,11,86,1596937206
5571004047,50.813041,-116.008714,11,10,1596937220
5571004047,50.813042,-116.008715,11,86,1596937234
5571004047,50.813043,-116.008716,11,10,1596937248
5571004047,50.813044,-116.008717,11,86,1596937262
5571004047,50.813045,-116.008718,11,10,1596937276
5571004047,50.813046,-116.008719,11,86,1596937290
5571004047,50.813047,-116.00872,11,10,1596937304
5571004047,50.813048,-116.008721,11,86,1596937318
5571004047,50.813049,-116.008722,11,10,1596937332
5571004047,50.81305,-116.008723,11,86,1596937346
5571004047,50.813051,-116.008724,11,10,1596937360
5571004047,50.813052,-116.008725,11,86,1596937374
5571004047,50.813053,-116.008726,11,10,1596937388
5571004047,50.813054,-116.008727,11,86,1596937402
5571004047,50.813055,-116.008728,11,10,1596937416
5571004047,50.813056,-116.008729,11,86,1596937430
5571004047,50.813057,-116.00873,11,10,1596937444
5571004047,50.813058,-116.008731,11,86,1596937458
5571004047,50.813059,-116.008732,11,10,1596937472
5571004047,50.81306,-116.008733,11,86,1596937486
5571004047,50.813061,-116.008734,11,10,1596937500
5571004047,50.813062,-116.008735,11,86,1596937514
5571004047,50.813063,-116.008736,11,10,1596937528
5571004047,50.813064,-116.008737,11,86,1596937542
5571004047,50.813065,-116.008738,11,10,1596937556
5571004047,50.813066,-116.008739,11,86,1596937570
5571004047,50.813067,-116.00874,11,10,1596937584
5571004047,50.813068,-116.008741,11,86,1596937598
5571004047,50.813069,-116.008742,11,10,1596937612
5571004047,50.81307,-116.008743,11,86,1596937626
5571004047,50.813071,-116.008744,11,10,1596937640
5571004047,50.813072,-116.008745,11,86,1596937654
5571004047,50.813073,-116.008746,11,10,1596937668
5571004047,50.813074,-116.008747,11,86,1596937682
5571004047,50.813075,-116.008748,11,10,1596937696
5571004047,50.813076,-116.008749,11,86,1596937710
5571004047,50.813077,-116.00875,11,10,1596937724
5571004047,50.813078,-116.008751,11,86,1596937738
5571004047,50.813079,-116.008752,11,10,1596937752
5571004047,50.81308,-116.008753,11,86,1596937766
5571004047,50.813081,-116.008754,11,10,1596937780
5571004047,50.813082,-116.008755,11,86,1596937794
5571004047,50.813083,-116.008756,11,10,1596937808
5571004047,50.813084,-116.008757,11,86,1596937822
5571004047,50.813085,-116.008758,11,10,1596937836
5571004047,50.813086,-116.008759,11,86,1596937850
5571004047,50.813087,-116.00876,11,10,1596937864
5571004047,50.813088,-116.008761,11,86,1596937878
5571004047,50.813089,-116.008762,11,10,1596937892
5571004047,50.81309,-116.008763,11,86,1596937906
5571004047,50.813091,-116.008764,11,10,1596937920
5571004047,50.813092,-116.008765,11,86,1596937934
5571004047,50.813093,-116.008766,11,10,1596937948
5571004047,50.813094,-116.008767,11,86,1596937962
5571004047,50.813095,-116.008768,11,10,1596937976
5571004047,50.813096,-116.008769,11,86,1596937990
5571004047,50.813097,-116.00877,11,10,1596938004
5571004047,50.813098,-116.008771,11,86,1596938018
5571004047,50.813099,-116.008772,11,10,1596938032
5571004047,50.8131,-116.008773,11,86,1596938046
5571004047,50.813101,-116.008774,11,10,1596938060
5571004047,50.813102,-116.008775,11,86,1596938074
5571004047,50.813103,-116.008776,11,10,1596938088
5571004047,50.813104,-116.008777,11,86,1596938102
5571004047,50.813105,-116.008778,11,10,1596938116
5571004047,50.813106,-116.008779,11,86,1596938130
5571004047,50.813107,-116.00878,11,10,1596938144
5571004047,50.813108,-116.008781,11,86,1596938158
5571004047,50.813109,-116.008782,11,10,1596938172
5571004047,50.81311,-116.008783,11,86,1596938186
5571004047,50.813111,-116.008784,11,10,1596938200
5571004047,50.813112,-116.008785,11,86,1596938214
5571004047,50.813113,-116.008786,11,10,1596938228
5571004047,50.813114,-116.008787,11,86,1596938242
5571004047,50.813115,-116.008788,11,10,1596938256
5571004047,50.813116,-116.008789,11,86,1596938270
5571004047,50.813117,-116.00879,11,10,1596938284
5571004047,50.813118,-116.008791,11,86,1596938298
5571004047,50.813119,-116.008792,11,10,1596938312
5571004047,50.81312,-116.008793,11,86,1596938326
5571004047,50.813121,-116.008794,11,10,1596938340
5571004047,50.813122,-116.008795,11,86,1596938354
5571004047,50.813123,-116.008796,11,10,1596938368
5571004047,50.813124,-116.008797,11,86,1596938382
5571004047,50.813125,-116.008798,11,10,1596938396
5571004047,50.813126,-116.008799,11,86,1596938410
5571004047,50.813127,-116.0088,11,10,1596938424
5571004047,50.813128,-116.008801,11,86,1596938438
5571004047,50.813129,-116.008802,11,10,1596938452
5571004047,50.81313,-116.008803,11,86,1596938466
5571004047,50.813131,-116.008804,11,10,1596938480
5571004047,50.813132,-116.008805,11,86,1596938494
5571004047,50.813133,-116.008806,11,10,1596938508
5571004047,50.813134,-116.008807,11,86,1596938522
5571004047,50.813135,-116.008808,11,10,1596938536
5571004047,50.813136,-116.008809,11,86,1596938550
5571004047,50.813137,-116.00881,11,10,1596938564
5571004047,50.813138,-116.008811,11,86,1596938578
5571004047,50.813139,-116.008812,11,10,1596938592
5571004047,50.81314,-116.008813,11,86,1596938606
5571004047,50.813141,-116.008814,11,10,1596938620
5571004047,50.813142,-116.008815,11,86,1596938634
5571004047,50.813143,-116.008816,11,10,1596938648
5571004047,50.813144,-116.008817,11,86,1596938662
5571004047,50.813145,-116.008818,11,10,1596938676
5571004047,50.813146,-116.008819,11,86,1596938690
5571004047,50.813147,-116.00882,11,10,1596938704
5571004047,50.813148,-116.008821,11,86,1596938718
5571004047,50.813149,-116.008822,11,10,1596938732
5571004047,50.81315,-116.008823,11,86,1596938746
5571004047,50.813151,-116.008824,11,10,1596938760
5571004047,50.813152,-116.008825,11,86,1596938774
5571004047,50.813153,-116.008826,11,10,1596938788
5571004047,50.813154,-116.008827,11,86,1596938802
5571004047,50.813155,-116.008828,11,10,1596938816
5571004047,50.813156,-116.008829,11,86,1596938830
5571004047,50.813157,-116.00883,11,10,1596938844
5571004047,50.813158,-116.008831,11,86,1596938858
5571004047,50.813159,-116.008832,11,10,1596938872
5571004047,50.81316,-116.008833,11,86,1596938886
5571004047,50.813161,-116.008834,11,10,1596938900
5571004047,50.813162,-116.008835,11,86,1596938914
5571004047,50.813163,-116.008836,11,10,1596938928
5571004047,50.813164,-116.008837,11,86,1596938942
5571004047,50.813165,-116.008838,11,10,1596938956
5571004047,50.813166,-116.008839,11,86,1596938970
5571004047,50.813167,-116.00884,11,10,1596938984
5571004047,50.813168,-116.008841,11,86,1596938998
